Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Weapon Skill,Default Weapon Skill FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Pierce),Infusable,Can Enchant,Achievement,Obtainable,ID,Weapon Group ID,Weapon ID,Affinity ID,Weapon Moveset Category,Magic Effect Category,SpEffect ID,Icon ID,Model ID,Reinforce Type ID,Behavior Variation ID,Sort Group Type ID,Sort Group ID,Sort ID
Sacred Blue-Gold Kite Shield,Blue-Gold Kite Shield,Sacred,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

The design represents the Erdtree foregrounded against a blue sky.",-,-,-,Parry,0,5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31100700,31,10,0700,49,-,-1,12050,2030,700,3100,3,30,7217008
Poison Blue-Gold Kite Shield,Blue-Gold Kite Shield,Poison,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

The design represents the Erdtree foregrounded against a blue sky.",Causes poison buildup (),-,-,Parry,0,5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31101000,31,10,1000,49,-,-1,12050,2030,1000,3100,3,30,7217009
Blood Blue-Gold Kite Shield,Blue-Gold Kite Shield,Blood,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

The design represents the Erdtree foregrounded against a blue sky.",Causes blood loss buildup (),-,-,Parry,0,5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31101100,31,10,1100,49,-,-1,12050,2030,1100,3100,3,30,7217010
Cold Blue-Gold Kite Shield,Blue-Gold Kite Shield,Cold,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

The design represents the Erdtree foregrounded against a blue sky.",Causes frost buildup (),-,-,Parry,0,5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31100900,31,10,0900,49,-,-1,12050,2030,900,3100,3,30,7217011
Occult Blue-Gold Kite Shield,Blue-Gold Kite Shield,Occult,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

The design represents the Erdtree foregrounded against a blue sky.",-,-,-,Parry,0,5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31101200,31,10,1200,49,-,-1,12050,2030,1200,3100,3,30,7217012
Scorpion Kite Shield,Scorpion Kite Shield,Standard,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",-,-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31080000,31,08,0000,49,-,-1,12048,2031,8100,3100,3,30,7218000
Heavy Scorpion Kite Shield,Scorpion Kite Shield,Heavy,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",-,-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31080100,31,08,0100,49,-,-1,12048,2031,100,3100,3,30,7218001
Keen Scorpion Kite Shield,Scorpion Kite Shield,Keen,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",-,-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31080200,31,08,0200,49,-,-1,12048,2031,200,3100,3,30,7218002
Quality Scorpion Kite Shield,Scorpion Kite Shield,Quality,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",-,-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31080300,31,08,0300,49,-,-1,12048,2031,300,3100,3,30,7218003
Magic Scorpion Kite Shield,Scorpion Kite Shield,Magic,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",-,-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31080800,31,08,0800,49,-,-1,12048,2031,800,3100,3,30,7218004
Fire Scorpion Kite Shield,Scorpion Kite Shield,Fire,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",-,-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31080400,31,08,0400,49,-,-1,12048,2031,400,3100,3,30,7218005
Flame Art Scorpion Kite Shield,Scorpion Kite Shield,Flame Art,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",-,-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31080500,31,08,0500,49,-,-1,12048,2031,500,3100,3,30,7218006
Lightning Scorpion Kite Shield,Scorpion Kite Shield,Lightning,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",-,-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31080600,31,08,0600,49,-,-1,12048,2031,600,3100,3,30,7218007
Sacred Scorpion Kite Shield,Scorpion Kite Shield,Sacred,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",-,-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31080700,31,08,0700,49,-,-1,12048,2031,700,3100,3,30,7218008
Poison Scorpion Kite Shield,Scorpion Kite Shield,Poison,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",Causes poison buildup (),-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31081000,31,08,1000,49,-,-1,12048,2031,1000,3100,3,30,7218009
Blood Scorpion Kite Shield,Scorpion Kite Shield,Blood,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",Causes blood loss buildup (),-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31081100,31,08,1100,49,-,-1,12048,2031,1100,3100,3,30,7218010
Cold Scorpion Kite Shield,Scorpion Kite Shield,Cold,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",Causes frost buildup (),-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31080900,31,08,0900,49,-,-1,12048,2031,900,3100,3,30,7218011
Occult Scorpion Kite Shield,Scorpion Kite Shield,Occult,Medium Shield,,Strike,"A standard medium-sized metal shield. Highly reputed for its solid build and reliability.

Emblazoned with a yellow scorpion, a warning of surprise attacks and sudden strikes.",-,-,-,Parry,0,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31081200,31,08,1200,49,-,-1,12048,2031,1200,3100,3,30,7218012
Twinbird Kite Shield,Twinbird Kite Shield,Standard,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",-,-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31090000,31,09,0000,49,-,5310900,12049,2032,8100,3100,3,30,7219000
Heavy Twinbird Kite Shield,Twinbird Kite Shield,Heavy,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",-,-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31090100,31,09,0100,49,-,5310900,12049,2032,100,3100,3,30,7219001
Keen Twinbird Kite Shield,Twinbird Kite Shield,Keen,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",-,-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31090200,31,09,0200,49,-,5310900,12049,2032,200,3100,3,30,7219002
Quality Twinbird Kite Shield,Twinbird Kite Shield,Quality,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",-,-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31090300,31,09,0300,49,-,5310900,12049,2032,300,3100,3,30,7219003
Magic Twinbird Kite Shield,Twinbird Kite Shield,Magic,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",-,-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31090800,31,09,0800,49,-,5310900,12049,2032,800,3100,3,30,7219004
Fire Twinbird Kite Shield,Twinbird Kite Shield,Fire,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",-,-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31090400,31,09,0400,49,-,5310900,12049,2032,400,3100,3,30,7219005
Flame Art Twinbird Kite Shield,Twinbird Kite Shield,Flame Art,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",-,-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31090500,31,09,0500,49,-,5310900,12049,2032,500,3100,3,30,7219006
Lightning Twinbird Kite Shield,Twinbird Kite Shield,Lightning,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",-,-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31090600,31,09,0600,49,-,5310900,12049,2032,600,3100,3,30,7219007
Sacred Twinbird Kite Shield,Twinbird Kite Shield,Sacred,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",-,-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31090700,31,09,0700,49,-,5310900,12049,2032,700,3100,3,30,7219008
Poison Twinbird Kite Shield,Twinbird Kite Shield,Poison,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",Causes poison buildup (),-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31091000,31,09,1000,49,-,5310900,12049,2032,1000,3100,3,30,7219009
Blood Twinbird Kite Shield,Twinbird Kite Shield,Blood,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",Causes blood loss buildup (),-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31091100,31,09,1100,49,-,5310900,12049,2032,1100,3100,3,30,7219010
Cold Twinbird Kite Shield,Twinbird Kite Shield,Cold,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",Causes frost buildup (),-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31090900,31,09,0900,49,-,5310900,12049,2032,900,3100,3,30,7219011
Occult Twinbird Kite Shield,Twinbird Kite Shield,Occult,Medium Shield,,Strike,"Shield featuring a vividly painted twinbird.
The twinbird is said to be the envoy of an outer god, and mother of the Deathbirds.

At dwindling levels of HP, this shield slightly boosts both attack and defense.",-,-,Boost Absorption and Damage at Low HP,No Skill,-,4.5,100,340,100,12,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31091200,31,09,1200,49,-,5310900,12049,2032,1200,3100,3,30,7219012
Brass Shield,Brass Shield,Standard,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",-,-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31130000,31,13,0000,49,-,-1,12051,2203,8100,3100,3,30,7220000
Heavy Brass Shield,Brass Shield,Heavy,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",-,-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31130100,31,13,0100,49,-,-1,12051,2203,100,3100,3,30,7220001
Keen Brass Shield,Brass Shield,Keen,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",-,-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31130200,31,13,0200,49,-,-1,12051,2203,200,3100,3,30,7220002
Quality Brass Shield,Brass Shield,Quality,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",-,-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31130300,31,13,0300,49,-,-1,12051,2203,300,3100,3,30,7220003
Magic Brass Shield,Brass Shield,Magic,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",-,-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31130800,31,13,0800,49,-,-1,12051,2203,800,3100,3,30,7220004
Fire Brass Shield,Brass Shield,Fire,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",-,-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31130400,31,13,0400,49,-,-1,12051,2203,400,3100,3,30,7220005
Flame Art Brass Shield,Brass Shield,Flame Art,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",-,-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31130500,31,13,0500,49,-,-1,12051,2203,500,3100,3,30,7220006
Lightning Brass Shield,Brass Shield,Lightning,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",-,-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31130600,31,13,0600,49,-,-1,12051,2203,600,3100,3,30,7220007
Sacred Brass Shield,Brass Shield,Sacred,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",-,-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31130700,31,13,0700,49,-,-1,12051,2203,700,3100,3,30,7220008
Poison Brass Shield,Brass Shield,Poison,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",Causes poison buildup (),-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31131000,31,13,1000,49,-,-1,12051,2203,1000,3100,3,30,7220009
Blood Brass Shield,Brass Shield,Blood,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",Causes blood loss buildup (),-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31131100,31,13,1100,49,-,-1,12051,2203,1100,3100,3,30,7220010
Cold Brass Shield,Brass Shield,Cold,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",Causes frost buildup (),-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31130900,31,13,0900,49,-,-1,12051,2203,900,3100,3,30,7220011
Occult Brass Shield,Brass Shield,Occult,Medium Shield,,Strike,"On the larger side for a medium-sized shield, the face has been covered in brass.

Commonly employed in the Shattering.",-,-,-,No Skill,-,7,100,340,100,16,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31131200,31,13,1200,49,-,-1,12051,2203,1200,3100,3,30,7220012
Banished Knight's Shield,Banished Knight's Shield,Standard,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",-,-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31030000,31,03,0000,49,-,-1,12043,2002,8100,3100,3,30,7221000
Banished Knight's Heavy Shield,Banished Knight's Shield,Heavy,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",-,-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31030100,31,03,0100,49,-,-1,12043,2002,100,3100,3,30,7221001
Banished Knight's Keen Shield,Banished Knight's Shield,Keen,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",-,-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31030200,31,03,0200,49,-,-1,12043,2002,200,3100,3,30,7221002
Banished Knight's Quality Shield,Banished Knight's Shield,Quality,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",-,-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31030300,31,03,0300,49,-,-1,12043,2002,300,3100,3,30,7221003
Banished Knight's Magic Shield,Banished Knight's Shield,Magic,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",-,-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31030800,31,03,0800,49,-,-1,12043,2002,800,3100,3,30,7221004
Banished Knight's Fire Shield,Banished Knight's Shield,Fire,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",-,-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31030400,31,03,0400,49,-,-1,12043,2002,400,3100,3,30,7221005
Banished Knight's Flame Art Shield,Banished Knight's Shield,Flame Art,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",-,-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31030500,31,03,0500,49,-,-1,12043,2002,500,3100,3,30,7221006
Banished Knight's Lightning Shield,Banished Knight's Shield,Lightning,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",-,-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31030600,31,03,0600,49,-,-1,12043,2002,600,3100,3,30,7221007
Banished Knight's Sacred Shield,Banished Knight's Shield,Sacred,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",-,-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31030700,31,03,0700,49,-,-1,12043,2002,700,3100,3,30,7221008
Banished Knight's Poison Shield,Banished Knight's Shield,Poison,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",Causes poison buildup (),-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31031000,31,03,1000,49,-,-1,12043,2002,1000,3100,3,30,7221009
Banished Knight's Blood Shield,Banished Knight's Shield,Blood,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",Causes blood loss buildup (),-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31031100,31,03,1100,49,-,-1,12043,2002,1100,3100,3,30,7221010
Banished Knight's Cold Shield,Banished Knight's Shield,Cold,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",Causes frost buildup (),-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31030900,31,03,0900,49,-,-1,12043,2002,900,3100,3,30,7221011
Banished Knight's Occult Shield,Banished Knight's Shield,Occult,Medium Shield,,Strike,"A tall medium-sized metal shield. Given to knights who, whether by misfortune or misdeed, were forced to abandon their homes.

Most of these knights were sent to the fringes, where they were forced to start anew with only despair for company.",-,-,-,No Skill,-,6,100,340,100,14,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31031200,31,03,1200,49,-,-1,12043,2002,1200,3100,3,30,7221012
Albinauric Shield,Albinauric Shield,Standard,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",-,-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31040000,31,04,0000,49,-,-1,12044,2005,8100,3100,3,30,7222000
Heavy Albinauric Shield,Albinauric Shield,Heavy,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",-,-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31040100,31,04,0100,49,-,-1,12044,2005,100,3100,3,30,7222001
Keen Albinauric Shield,Albinauric Shield,Keen,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",-,-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31040200,31,04,0200,49,-,-1,12044,2005,200,3100,3,30,7222002
Quality Albinauric Shield,Albinauric Shield,Quality,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",-,-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31040300,31,04,0300,49,-,-1,12044,2005,300,3100,3,30,7222003
Magic Albinauric Shield,Albinauric Shield,Magic,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",-,-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31040800,31,04,0800,49,-,-1,12044,2005,800,3100,3,30,7222004
Fire Albinauric Shield,Albinauric Shield,Fire,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",-,-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31040400,31,04,0400,49,-,-1,12044,2005,400,3100,3,30,7222005
Flame Art Albinauric Shield,Albinauric Shield,Flame Art,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",-,-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31040500,31,04,0500,49,-,-1,12044,2005,500,3100,3,30,7222006
Lightning Albinauric Shield,Albinauric Shield,Lightning,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",-,-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31040600,31,04,0600,49,-,-1,12044,2005,600,3100,3,30,7222007
Sacred Albinauric Shield,Albinauric Shield,Sacred,Medium Shield,,Strike,"Tall oval shield made of metal carried by young Albinaurics. The ornamentation represents the primordial drop of dew from which they are said to have been created.
Boasts exceptional magic damage negation. The Albinaurics' most formidable foes were sorcerers, after all.",-,-,-,Parry,0,4.5,100,340,100,11,0,0,0,0,No,Yes,No,No,Yes,No,No,Yes,31040700,31,04,0700,49,-,-1,12044,2005,700,3100,3,30,7222008
