Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Ash of War,Default Ash of War FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Critical),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Pierce),Infusable,Can Enchant,Obtainable,ID,Weapon Group ID,Weapon ID,Imbue Type ID,Weapon Moveset Category,Magic Effect Category,SpEffect ID,Icon ID,Reinforce Type ID,Behavior Variation ID,AtkParam ID,Base Stamina Cost,Stamina Usage %,multiplied
Sacred Scripture Wooden Shield,Scripture Wooden Shield,Sacred,Small Shield,,Strike,"A small, wooden roundshield. It is light and easy to handle, but cannot offer the damage negation of a metal shield. An ancient cipher engraving lines the circumference. Though it isn't much, it boosts holy damage negation.",-,-,-,Parry,0,1.5,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30080700,30,08,0700,48,-,-1,12008,700,3000,3000000,9,1,9
Magic Scripture Wooden Shield,Scripture Wooden Shield,Magic,Small Shield,,Strike,"A small, wooden roundshield. It is light and easy to handle, but cannot offer the damage negation of a metal shield. An ancient cipher engraving lines the circumference. Though it isn't much, it boosts holy damage negation.",-,-,-,Parry,0,1.5,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30080800,30,08,0800,48,-,-1,12008,800,3000,3000000,9,1,9
Cold Scripture Wooden Shield,Scripture Wooden Shield,Cold,Small Shield,,Strike,"A small, wooden roundshield. It is light and easy to handle, but cannot offer the damage negation of a metal shield. An ancient cipher engraving lines the circumference. Though it isn't much, it boosts holy damage negation.",Causes frost buildup (66),-,-,Parry,0,1.5,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30080900,30,08,0900,48,-,-1,12008,900,3000,3000000,9,1,9
Poison Scripture Wooden Shield,Scripture Wooden Shield,Poison,Small Shield,,Strike,"A small, wooden roundshield. It is light and easy to handle, but cannot offer the damage negation of a metal shield. An ancient cipher engraving lines the circumference. Though it isn't much, it boosts holy damage negation.",Causes poison buildup (66),-,-,Parry,0,1.5,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30081000,30,08,1000,48,-,-1,12008,1000,3000,3000000,9,1,9
Blood Scripture Wooden Shield,Scripture Wooden Shield,Blood,Small Shield,,Strike,"A small, wooden roundshield. It is light and easy to handle, but cannot offer the damage negation of a metal shield. An ancient cipher engraving lines the circumference. Though it isn't much, it boosts holy damage negation.",Causes blood loss buildup (57),-,-,Parry,0,1.5,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30081100,30,08,1100,48,-,-1,12008,1100,3000,3000000,9,1,9
Occult Scripture Wooden Shield,Scripture Wooden Shield,Occult,Small Shield,,Strike,"A small, wooden roundshield. It is light and easy to handle, but cannot offer the damage negation of a metal shield. An ancient cipher engraving lines the circumference. Though it isn't much, it boosts holy damage negation.",-,-,-,Parry,0,1.5,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30081200,30,08,1200,48,-,-1,12008,1200,3000,3000000,9,1,9
Riveted Wooden Shield,Riveted Wooden Shield,Standard,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",-,-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30090000,30,09,0000,48,-,-1,12009,8000,3000,3000000,9,1.03,9.27
Heavy Riveted Wooden Shield,Riveted Wooden Shield,Heavy,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",-,-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30090100,30,09,0100,48,-,-1,12009,100,3000,3000000,9,1.03,9.27
Keen Riveted Wooden Shield,Riveted Wooden Shield,Keen,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",-,-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30090200,30,09,0200,48,-,-1,12009,200,3000,3000000,9,1.03,9.27
Quality Riveted Wooden Shield,Riveted Wooden Shield,Quality,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",-,-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30090300,30,09,0300,48,-,-1,12009,300,3000,3000000,9,1.03,9.27
Fire Riveted Wooden Shield,Riveted Wooden Shield,Fire,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",-,-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30090400,30,09,0400,48,-,-1,12009,400,3000,3000000,9,1.03,9.27
Flame Art Riveted Wooden Shield,Riveted Wooden Shield,Flame Art,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",-,-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30090500,30,09,0500,48,-,-1,12009,500,3000,3000000,9,1.03,9.27
Lightning Riveted Wooden Shield,Riveted Wooden Shield,Lightning,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",-,-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30090600,30,09,0600,48,-,-1,12009,600,3000,3000000,9,1.03,9.27
Sacred Riveted Wooden Shield,Riveted Wooden Shield,Sacred,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",-,-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30090700,30,09,0700,48,-,-1,12009,700,3000,3000000,9,1.03,9.27
Magic Riveted Wooden Shield,Riveted Wooden Shield,Magic,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",-,-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30090800,30,09,0800,48,-,-1,12009,800,3000,3000000,9,1.03,9.27
Cold Riveted Wooden Shield,Riveted Wooden Shield,Cold,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",Causes frost buildup (66),-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30090900,30,09,0900,48,-,-1,12009,900,3000,3000000,9,1.03,9.27
Poison Riveted Wooden Shield,Riveted Wooden Shield,Poison,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",Causes poison buildup (66),-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30091000,30,09,1000,48,-,-1,12009,1000,3000,3000000,9,1.03,9.27
Blood Riveted Wooden Shield,Riveted Wooden Shield,Blood,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",Causes blood loss buildup (57),-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30091100,30,09,1100,48,-,-1,12009,1100,3000,3000000,9,1.03,9.27
Occult Riveted Wooden Shield,Riveted Wooden Shield,Occult,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design riveted to the center represents both sword and tree.",-,-,-,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30091200,30,09,1200,48,-,-1,12009,1200,3000,3000000,9,1.03,9.27
Blue-White Wooden Shield,Blue-White Wooden Shield,Standard,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",-,-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30100000,30,10,0000,48,-,-1,12010,8000,3000,3000000,9,1.03,9.27
Heavy Blue-White Wooden Shield,Blue-White Wooden Shield,Heavy,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",-,-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30100100,30,10,0100,48,-,-1,12010,100,3000,3000000,9,1.03,9.27
Keen Blue-White Wooden Shield,Blue-White Wooden Shield,Keen,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",-,-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30100200,30,10,0200,48,-,-1,12010,200,3000,3000000,9,1.03,9.27
Quality Blue-White Wooden Shield,Blue-White Wooden Shield,Quality,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",-,-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30100300,30,10,0300,48,-,-1,12010,300,3000,3000000,9,1.03,9.27
Fire Blue-White Wooden Shield,Blue-White Wooden Shield,Fire,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",-,-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30100400,30,10,0400,48,-,-1,12010,400,3000,3000000,9,1.03,9.27
Flame Art Blue-White Wooden Shield,Blue-White Wooden Shield,Flame Art,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",-,-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30100500,30,10,0500,48,-,-1,12010,500,3000,3000000,9,1.03,9.27
Lightning Blue-White Wooden Shield,Blue-White Wooden Shield,Lightning,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",-,-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30100600,30,10,0600,48,-,-1,12010,600,3000,3000000,9,1.03,9.27
Sacred Blue-White Wooden Shield,Blue-White Wooden Shield,Sacred,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",-,-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30100700,30,10,0700,48,-,-1,12010,700,3000,3000000,9,1.03,9.27
Magic Blue-White Wooden Shield,Blue-White Wooden Shield,Magic,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",-,-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30100800,30,10,0800,48,-,-1,12010,800,3000,3000000,9,1.03,9.27
Cold Blue-White Wooden Shield,Blue-White Wooden Shield,Cold,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",Causes frost buildup (66),-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30100900,30,10,0900,48,-,-1,12010,900,3000,3000000,9,1.03,9.27
Poison Blue-White Wooden Shield,Blue-White Wooden Shield,Poison,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",Causes poison buildup (66),-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30101000,30,10,1000,48,-,-1,12010,1000,3000,3000000,9,1.03,9.27
Blood Blue-White Wooden Shield,Blue-White Wooden Shield,Blood,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",Causes blood loss buildup (57),-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30101100,30,10,1100,48,-,-1,12010,1100,3000,3000000,9,1.03,9.27
Occult Blue-White Wooden Shield,Blue-White Wooden Shield,Occult,Small Shield,,Strike,"Small wooden roundshield that has been reinforced with metal. It is light and easy to handle, but cannot offer the damage negation of a true metal shield. The design is said to represent the stars of the night sky, portending fate.",-,-,-,No Skill,-,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30101200,30,10,1200,48,-,-1,12010,1200,3000,3000000,9,1.03,9.27
Rift Shield,Rift Shield,Standard,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",-,-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30110000,30,11,0000,48,-,5301100,12011,8000,3000,3000000,9,1,9
Heavy Rift Shield,Rift Shield,Heavy,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",-,-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30110100,30,11,0100,48,-,5301100,12011,100,3000,3000000,9,1,9
Keen Rift Shield,Rift Shield,Keen,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",-,-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30110200,30,11,0200,48,-,5301100,12011,200,3000,3000000,9,1,9
Quality Rift Shield,Rift Shield,Quality,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",-,-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30110300,30,11,0300,48,-,5301100,12011,300,3000,3000000,9,1,9
Fire Rift Shield,Rift Shield,Fire,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",-,-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30110400,30,11,0400,48,-,5301100,12011,400,3000,3000000,9,1,9
Flame Art Rift Shield,Rift Shield,Flame Art,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",-,-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30110500,30,11,0500,48,-,5301100,12011,500,3000,3000000,9,1,9
Lightning Rift Shield,Rift Shield,Lightning,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",-,-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30110600,30,11,0600,48,-,5301100,12011,600,3000,3000000,9,1,9
Sacred Rift Shield,Rift Shield,Sacred,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",-,-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30110700,30,11,0700,48,-,5301100,12011,700,3000,3000000,9,1,9
Magic Rift Shield,Rift Shield,Magic,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",-,-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30110800,30,11,0800,48,-,5301100,12011,800,3000,3000000,9,1,9
Cold Rift Shield,Rift Shield,Cold,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",Causes frost buildup (66),-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30110900,30,11,0900,48,-,5301100,12011,900,3000,3000000,9,1,9
Poison Rift Shield,Rift Shield,Poison,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",Causes poison buildup (66),-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30111000,30,11,1000,48,-,5301100,12011,1000,3000,3000000,9,1,9
Blood Rift Shield,Rift Shield,Blood,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",Causes blood loss buildup (57),-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30111100,30,11,1100,48,-,5301100,12011,1100,3000,3000000,9,1,9
Occult Rift Shield,Rift Shield,Occult,Small Shield,,Strike,"Small metal roundshield depicting a sinister rift. An antiquated charm that glares back at an enemy, it boosts focus.",-,-,Raise Focus,Parry,0,2,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30111200,30,11,1200,48,-,5301100,12011,1200,3000,3000000,9,1,9
Iron Roundshield,Iron Roundshield,Standard,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",-,-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30120000,30,12,0000,48,-,-1,12012,8000,3000,3000000,9,1.06,9.54
Heavy Iron Roundshield,Iron Roundshield,Heavy,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",-,-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30120100,30,12,0100,48,-,-1,12012,100,3000,3000000,9,1.06,9.54
Keen Iron Roundshield,Iron Roundshield,Keen,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",-,-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30120200,30,12,0200,48,-,-1,12012,200,3000,3000000,9,1.06,9.54
Quality Iron Roundshield,Iron Roundshield,Quality,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",-,-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30120300,30,12,0300,48,-,-1,12012,300,3000,3000000,9,1.06,9.54
Fire Iron Roundshield,Iron Roundshield,Fire,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",-,-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30120400,30,12,0400,48,-,-1,12012,400,3000,3000000,9,1.06,9.54
Flame Art Iron Roundshield,Iron Roundshield,Flame Art,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",-,-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30120500,30,12,0500,48,-,-1,12012,500,3000,3000000,9,1.06,9.54
Lightning Iron Roundshield,Iron Roundshield,Lightning,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",-,-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30120600,30,12,0600,48,-,-1,12012,600,3000,3000000,9,1.06,9.54
Sacred Iron Roundshield,Iron Roundshield,Sacred,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",-,-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30120700,30,12,0700,48,-,-1,12012,700,3000,3000000,9,1.06,9.54
Magic Iron Roundshield,Iron Roundshield,Magic,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",-,-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30120800,30,12,0800,48,-,-1,12012,800,3000,3000000,9,1.06,9.54
Cold Iron Roundshield,Iron Roundshield,Cold,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",Causes frost buildup (66),-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30120900,30,12,0900,48,-,-1,12012,900,3000,3000000,9,1.06,9.54
Poison Iron Roundshield,Iron Roundshield,Poison,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",Causes poison buildup (66),-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30121000,30,12,1000,48,-,-1,12012,1000,3000,3000000,9,1.06,9.54
Bloody Iron Roundshield,Iron Roundshield,Blood,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",Causes blood loss buildup (57),-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30121100,30,12,1100,48,-,-1,12012,1100,3000,3000000,9,1.06,9.54
Occult Iron Roundshield,Iron Roundshield,Occult,Small Shield,,Strike,"An ordinary small roundshield made of metal. Heavier than a wooden shield, but boasts higher damage negation. Finely balanced, this shield is easy to use.",-,-,-,No Skill,-,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30121200,30,12,1200,48,-,-1,12012,1200,3000,3000000,9,1.06,9.54
Gilded Iron Shield,Gilded Iron Shield,Standard,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",-,-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30130000,30,13,0000,48,-,-1,12013,8000,3000,3000000,9,1.06,9.54
Gilded Heavy Iron Shield,Gilded Iron Shield,Heavy,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",-,-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30130100,30,13,0100,48,-,-1,12013,100,3000,3000000,9,1.06,9.54
Gilded Keen Iron Shield,Gilded Iron Shield,Keen,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",-,-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30130200,30,13,0200,48,-,-1,12013,200,3000,3000000,9,1.06,9.54
Gilded Quality Iron Shield,Gilded Iron Shield,Quality,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",-,-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30130300,30,13,0300,48,-,-1,12013,300,3000,3000000,9,1.06,9.54
Gilded Fire Iron Shield,Gilded Iron Shield,Fire,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",-,-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30130400,30,13,0400,48,-,-1,12013,400,3000,3000000,9,1.06,9.54
Gilded Flame Art Iron Shield,Gilded Iron Shield,Flame Art,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",-,-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30130500,30,13,0500,48,-,-1,12013,500,3000,3000000,9,1.06,9.54
Gilded Lightning Iron Shield,Gilded Iron Shield,Lightning,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",-,-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30130600,30,13,0600,48,-,-1,12013,600,3000,3000000,9,1.06,9.54
Gilded Sacred Iron Shield,Gilded Iron Shield,Sacred,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",-,-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30130700,30,13,0700,48,-,-1,12013,700,3000,3000000,9,1.06,9.54
Gilded Magic Iron Shield,Gilded Iron Shield,Magic,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",-,-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30130800,30,13,0800,48,-,-1,12013,800,3000,3000000,9,1.06,9.54
Gilded Cold Iron Shield,Gilded Iron Shield,Cold,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",Causes frost buildup (66),-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30130900,30,13,0900,48,-,-1,12013,900,3000,3000000,9,1.06,9.54
Gilded Poison Iron Shield,Gilded Iron Shield,Poison,Small Shield,,Strike,"Small metal roundshield. Heavier than a wooden shield, but boasts higher damage negation. Though the gold leaf is peeling and the effect is slight, it still boosts holy damage negation.",Causes poison buildup (66),-,-,Parry,0,3,100,140,100,8,0,0,0,0,No,Yes,No,No,Yes,No,Yes,30131000,30,13,1000,48,-,-1,12013,1000,3000,3000000,9,1.06,9.54
