Name,Weapon Name,Affinity,Weapon Type,Icon,Physical Damage Type,Caption,Passive Effect 1,Passive Effect 2,Hidden Effect,Default Ash of War,Default Ash of War FP Cost,Weight,Sell Price,Upgrade Price,Attack Power (Physical),Attack Power (Magic),Attack Power (Fire),Attack Power (Lightning),Attack Power (Holy),Attack Power (Critical),Attack Power (Stamina),Scaling Value (Str),Scaling Letter (Str),Scaling Value (Dex),Scaling Letter (Dex),Scaling Value (Int),Scaling Letter (Int),Scaling Value (Fai),Scaling Letter (Fai),Scaling Value (Arc),Scaling Letter (Arc),Required (Str),Required (Dex),Required (Int),Required (Fai),Required (Arc),Guarded Damage Negation (Physical),Guarded Damage Negation (Magic),Guarded Damage Negation (Fire),Guarded Damage Negation (Lightning),Guarded Damage Negation (Holy),Guarded Damage Negation (Guard Boost),Guard Resistance Reduction,Guard Frost Reduction,Physical Damage (Standard),Physical Damage (Strike),Physical Damage (Slash),Physical Damage (Thrust),Can Enchant,ID,Weapon Group ID,Weapon ID,Imbue Type ID,Weapon Moveset Category,Icon ID,Reinforce Type ID,Behavior Variation ID,,Stamina Usage %,1H Light Stamina Usage
Lightning Manor Towershield,Manor Towershield,Lightning,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Depicts the Roundtable Hold, gathering place of champions. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,85,0,0,85,0,100,79,5,E,35,D,0,-,0,-,0,-,30,0,0,0,0,95.0,62.7,69.3,58.7,53.2,65,28.5,30.0,No,Yes,No,No,No,32190600,32,19,0600,47,12097,600,3200,18,1.015,18.27
Sacred Manor Towershield,Manor Towershield,Sacred,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Depicts the Roundtable Hold, gathering place of champions. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,80,0,0,0,80,100,79,20,E,0,-,0,-,22,E,0,-,30,0,0,0,0,95.0,69.3,62.7,48.5,64.4,65,28.5,30.0,No,Yes,No,No,No,32190700,32,19,0700,47,12097,700,3200,18,1.015,18.27
Magic Manor Towershield,Manor Towershield,Magic,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Depicts the Roundtable Hold, gathering place of champions. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,80,80,0,0,0,100,79,11,E,0,-,20,E,0,-,0,-,30,0,0,0,0,95.0,75.9,62.7,48.5,58.8,65,28.5,30.0,No,Yes,No,No,No,32190800,32,19,0800,47,12097,800,3200,18,1.015,18.27
Cold Manor Towershield,Manor Towershield,Cold,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Depicts the Roundtable Hold, gathering place of champions. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",Causes frost buildup (96),-,-,Shield Bash,10,16,200,900,90,73,0,0,0,100,79,45,D,0,-,17,E,0,-,0,-,30,0,0,0,0,95.0,66.0,66.0,51.0,56.0,65,30.0,30.0,No,Yes,No,No,No,32190900,32,19,0900,47,12097,900,3200,18,1.015,18.27
Poison Manor Towershield,Manor Towershield,Poison,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Depicts the Roundtable Hold, gathering place of champions. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",Causes poison buildup (96),-,-,Shield Bash,10,16,200,900,90,0,0,0,0,100,79,47,D,0,-,0,-,0,-,30,D,30,0,0,0,0,95.0,66.0,66.0,51.0,56.0,65,30.0,30.0,No,Yes,No,No,No,32191000,32,19,1000,47,12097,1000,3200,18,1.015,18.27
Blood Manor Towershield,Manor Towershield,Blood,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Depicts the Roundtable Hold, gathering place of champions. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",Causes blood loss buildup (83),-,-,Shield Bash,10,16,200,900,90,0,0,0,0,100,79,47,D,0,-,0,-,0,-,30,D,30,0,0,0,0,95.0,66.0,66.0,51.0,56.0,65,30.0,30.0,No,Yes,No,No,No,32191100,32,19,1100,47,12097,1100,3200,18,1.015,18.27
Occult Manor Towershield,Manor Towershield,Occult,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Depicts the Roundtable Hold, gathering place of champions. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,96,0,0,0,0,100,79,37,D,0,-,0,-,0,-,45,D,30,0,0,0,0,100.0,66.0,66.0,51.0,56.0,65,30.0,30.0,No,Yes,No,No,No,32191200,32,19,1200,47,12097,1200,3200,18,1.015,18.27
Crossed-Tree Towershield,Crossed-Tree Towershield,-,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,111,0,0,0,0,100,79,50,D,0,-,0,-,0,-,0,-,30,0,0,0,0,100.0,56.0,66.0,53.0,66.0,64,30.0,30.0,No,Yes,No,No,No,32200000,32,20,0000,47,12098,8200,3200,18,1.015,18.27
Heavy Crossed-Tree Towershield,Crossed-Tree Towershield,Heavy,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,101,0,0,0,0,100,79,75,C,0,-,0,-,0,-,0,-,30,0,0,0,0,100.0,56.0,66.0,53.0,66.0,64,30.0,30.0,No,Yes,No,No,No,32200100,32,20,0100,47,12098,100,3200,18,1.015,18.27
Keen Crossed-Tree Towershield,Crossed-Tree Towershield,Keen,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,101,0,0,0,0,100,79,5,E,66,C,0,-,0,-,0,-,30,0,0,0,0,100.0,56.0,66.0,53.0,66.0,64,30.0,30.0,No,Yes,No,No,No,32200200,32,20,0200,47,12098,200,3200,18,1.015,18.27
Quality Crossed-Tree Towershield,Crossed-Tree Towershield,Quality,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,96,0,0,0,0,100,79,47,D,47,D,0,-,0,-,0,-,30,0,0,0,0,100.0,56.0,66.0,53.0,66.0,64,30.0,30.0,No,Yes,No,No,No,32200300,32,20,0300,47,12098,300,3200,18,1.015,18.27
Fire Crossed-Tree Towershield,Crossed-Tree Towershield,Fire,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,85,0,85,0,0,100,79,35,D,5,E,0,-,0,-,0,-,30,0,0,0,0,95.0,53.2,75.9,55.7,62.7,64,28.5,30.0,No,Yes,No,No,No,32200400,32,20,0400,47,12098,400,3200,18,1.015,18.27
Flame Art Crossed-Tree Towershield,Crossed-Tree Towershield,Flame Art,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,90,0,90,0,0,100,79,16,E,0,-,0,-,22,E,0,-,30,0,0,0,0,95.0,53.2,75.9,55.7,62.7,64,28.5,30.0,No,Yes,No,No,No,32200500,32,20,0500,47,12098,500,3200,18,1.015,18.27
Lightning Crossed-Tree Towershield,Crossed-Tree Towershield,Lightning,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,85,0,0,85,0,100,79,5,E,35,D,0,-,0,-,0,-,30,0,0,0,0,95.0,53.2,69.3,61.0,62.7,64,28.5,30.0,No,Yes,No,No,No,32200600,32,20,0600,47,12098,600,3200,18,1.015,18.27
Sacred Crossed-Tree Towershield,Crossed-Tree Towershield,Sacred,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,80,0,0,0,80,100,79,20,E,0,-,0,-,22,E,0,-,30,0,0,0,0,95.0,58.8,62.7,50.4,75.9,64,28.5,30.0,No,Yes,No,No,No,32200700,32,20,0700,47,12098,700,3200,18,1.015,18.27
Magic Crossed-Tree Towershield,Crossed-Tree Towershield,Magic,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,80,80,0,0,0,100,79,11,E,0,-,20,E,0,-,0,-,30,0,0,0,0,95.0,64.4,62.7,50.4,69.3,64,28.5,30.0,No,Yes,No,No,No,32200800,32,20,0800,47,12098,800,3200,18,1.015,18.27
Cold Crossed-Tree Towershield,Crossed-Tree Towershield,Cold,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",Causes frost buildup (96),-,-,Shield Bash,10,16,200,900,90,73,0,0,0,100,79,45,D,0,-,17,E,0,-,0,-,30,0,0,0,0,95.0,56.0,66.0,53.0,66.0,64,30.0,30.0,No,Yes,No,No,No,32200900,32,20,0900,47,12098,900,3200,18,1.015,18.27
Poison Crossed-Tree Towershield,Crossed-Tree Towershield,Poison,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",Causes poison buildup (96),-,-,Shield Bash,10,16,200,900,90,0,0,0,0,100,79,47,D,0,-,0,-,0,-,30,D,30,0,0,0,0,95.0,56.0,66.0,53.0,66.0,64,30.0,30.0,No,Yes,No,No,No,32201000,32,20,1000,47,12098,1000,3200,18,1.015,18.27
Blood Crossed-Tree Towershield,Crossed-Tree Towershield,Blood,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",Causes blood loss buildup (83),-,-,Shield Bash,10,16,200,900,90,0,0,0,0,100,79,47,D,0,-,0,-,0,-,30,D,30,0,0,0,0,95.0,56.0,66.0,53.0,66.0,64,30.0,30.0,No,Yes,No,No,No,32201100,32,20,1100,47,12098,1100,3200,18,1.015,18.27
Occult Crossed-Tree Towershield,Crossed-Tree Towershield,Occult,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Emblazoned with an old, interleaving tree. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,200,900,96,0,0,0,0,100,79,37,D,0,-,0,-,0,-,45,D,30,0,0,0,0,100.0,56.0,66.0,53.0,66.0,64,30.0,30.0,No,Yes,No,No,No,32201200,32,20,1200,47,12098,1200,3200,18,1.015,18.27
Inverted Hawk Towershield,Inverted Hawk Towershield,-,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,100,900,111,0,0,0,0,100,79,50,D,0,-,0,-,0,-,0,-,30,0,0,0,0,100.0,66.0,56.0,54.0,66.0,63,30.0,30.0,No,Yes,No,No,No,32210000,32,21,0000,47,12099,8200,3200,18,1.015,18.27
Heavy Inverted Hawk Towershield,Inverted Hawk Towershield,Heavy,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,100,900,101,0,0,0,0,100,79,75,C,0,-,0,-,0,-,0,-,30,0,0,0,0,100.0,66.0,56.0,54.0,66.0,63,30.0,30.0,No,Yes,No,No,No,32210100,32,21,0100,47,12099,100,3200,18,1.015,18.27
Keen Inverted Hawk Towershield,Inverted Hawk Towershield,Keen,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,100,900,101,0,0,0,0,100,79,5,E,66,C,0,-,0,-,0,-,30,0,0,0,0,100.0,66.0,56.0,54.0,66.0,63,30.0,30.0,No,Yes,No,No,No,32210200,32,21,0200,47,12099,200,3200,18,1.015,18.27
Quality Inverted Hawk Towershield,Inverted Hawk Towershield,Quality,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,100,900,96,0,0,0,0,100,79,47,D,47,D,0,-,0,-,0,-,30,0,0,0,0,100.0,66.0,56.0,54.0,66.0,63,30.0,30.0,No,Yes,No,No,No,32210300,32,21,0300,47,12099,300,3200,18,1.015,18.27
Fire Inverted Hawk Towershield,Inverted Hawk Towershield,Fire,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,100,900,85,0,85,0,0,100,79,35,D,5,E,0,-,0,-,0,-,30,0,0,0,0,95.0,62.7,64.4,56.7,62.7,63,28.5,30.0,No,Yes,No,No,No,32210400,32,21,0400,47,12099,400,3200,18,1.015,18.27
Flame Art Inverted Hawk Towershield,Inverted Hawk Towershield,Flame Art,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,100,900,90,0,90,0,0,100,79,16,E,0,-,0,-,22,E,0,-,30,0,0,0,0,95.0,62.7,64.4,56.7,62.7,63,28.5,30.0,No,Yes,No,No,No,32210500,32,21,0500,47,12099,500,3200,18,1.015,18.27
Lightning Inverted Hawk Towershield,Inverted Hawk Towershield,Lightning,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,100,900,85,0,0,85,0,100,79,5,E,35,D,0,-,0,-,0,-,30,0,0,0,0,95.0,62.7,58.8,62.1,62.7,63,28.5,30.0,No,Yes,No,No,No,32210600,32,21,0600,47,12099,600,3200,18,1.015,18.27
Sacred Inverted Hawk Towershield,Inverted Hawk Towershield,Sacred,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,100,900,80,0,0,0,80,100,79,20,E,0,-,0,-,22,E,0,-,30,0,0,0,0,95.0,69.3,53.2,51.3,75.9,63,28.5,30.0,No,Yes,No,No,No,32210700,32,21,0700,47,12099,700,3200,18,1.015,18.27
Magic Inverted Hawk Towershield,Inverted Hawk Towershield,Magic,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,100,900,80,80,0,0,0,100,79,11,E,0,-,20,E,0,-,0,-,30,0,0,0,0,95.0,75.9,53.2,51.3,69.3,63,28.5,30.0,No,Yes,No,No,No,32210800,32,21,0800,47,12099,800,3200,18,1.015,18.27
Cold Inverted Hawk Towershield,Inverted Hawk Towershield,Cold,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",Causes frost buildup (96),-,-,Shield Bash,10,16,100,900,90,73,0,0,0,100,79,45,D,0,-,17,E,0,-,0,-,30,0,0,0,0,95.0,66.0,56.0,54.0,66.0,63,30.0,30.0,No,Yes,No,No,No,32210900,32,21,0900,47,12099,900,3200,18,1.015,18.27
Poison Inverted Hawk Towershield,Inverted Hawk Towershield,Poison,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",Causes poison buildup (96),-,-,Shield Bash,10,16,100,900,90,0,0,0,0,100,79,47,D,0,-,0,-,0,-,30,D,30,0,0,0,0,95.0,66.0,56.0,54.0,66.0,63,30.0,30.0,No,Yes,No,No,No,32211000,32,21,1000,47,12099,1000,3200,18,1.015,18.27
Blood Inverted Hawk Towershield,Inverted Hawk Towershield,Blood,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",Causes blood loss buildup (83),-,-,Shield Bash,10,16,100,900,90,0,0,0,0,100,79,47,D,0,-,0,-,0,-,30,D,30,0,0,0,0,95.0,66.0,56.0,54.0,66.0,63,30.0,30.0,No,Yes,No,No,No,32211100,32,21,1100,47,12099,1100,3200,18,1.015,18.27
Occult Inverted Hawk Towershield,Inverted Hawk Towershield,Occult,Greatshield,,Strike,"An iron greatshield large enough to cover the entire body. Features an inverted hawk crest. Greatshields boast high damage negation and guard capacity, making enemy attacks easy to repel.",-,-,-,Shield Bash,10,16,100,900,96,0,0,0,0,100,79,37,D,0,-,0,-,0,-,45,D,30,0,0,0,0,100.0,66.0,56.0,54.0,66.0,63,30.0,30.0,No,Yes,No,No,No,32211200,32,21,1200,47,12099,1200,3200,18,1.015,18.27
Ant's Skull Plate,Ant's Skull Plate,-,Greatshield,,Strike,"Huge head of one of the giant ants which inhabit the two underground rivers, used without modification as a shield. Excels at repelling enemy attacks. Giant ants are venomous creatures, granting a boost to immunity when wielding this shield.",Causes poison buildup (90),-,Raise Immunity,Shield Bash,10,13.5,200,900,136,0,0,0,0,100,88,50,D,0,-,0,-,0,-,0,-,28,0,0,0,0,100.0,57.0,42.0,57.0,57.0,59,28.0,28.0,No,Yes,No,No,No,32220000,32,22,0000,47,12100,8300,3200,18,0.97,17.46
Redmane Greatshield,Redmane Greatshield,-,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",-,-,-,No Skill,-,14,200,900,108,0,0,0,0,100,78,50,D,0,-,0,-,0,-,0,-,30,0,0,0,0,100.0,54.0,70.0,53.0,52.0,61,29.0,29.0,No,Yes,No,No,No,32230000,32,23,0000,47,12101,8200,3200,18,0.965,17.37
Heavy Redmane Greatshield,Redmane Greatshield,Heavy,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",-,-,-,No Skill,-,14,200,900,98,0,0,0,0,100,78,75,C,0,-,0,-,0,-,0,-,30,0,0,0,0,100.0,54.0,70.0,53.0,52.0,61,29.0,29.0,No,Yes,No,No,No,32230100,32,23,0100,47,12101,100,3200,18,0.965,17.37
Keen Redmane Greatshield,Redmane Greatshield,Keen,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",-,-,-,No Skill,-,14,200,900,98,0,0,0,0,100,78,5,E,66,C,0,-,0,-,0,-,30,0,0,0,0,100.0,54.0,70.0,53.0,52.0,61,29.0,29.0,No,Yes,No,No,No,32230200,32,23,0200,47,12101,200,3200,18,0.965,17.37
Quality Redmane Greatshield,Redmane Greatshield,Quality,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",-,-,-,No Skill,-,14,200,900,93,0,0,0,0,100,78,47,D,47,D,0,-,0,-,0,-,30,0,0,0,0,100.0,54.0,70.0,53.0,52.0,61,29.0,29.0,No,Yes,No,No,No,32230300,32,23,0300,47,12101,300,3200,18,0.965,17.37
Fire Redmane Greatshield,Redmane Greatshield,Fire,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",-,-,-,No Skill,-,14,200,900,83,0,83,0,0,100,78,35,D,5,E,0,-,0,-,0,-,30,0,0,0,0,95.0,51.3,80.5,55.7,49.4,61,27.6,29.0,No,Yes,No,No,No,32230400,32,23,0400,47,12101,400,3200,18,0.965,17.37
Flame Art Redmane Greatshield,Redmane Greatshield,Flame Art,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",-,-,-,No Skill,-,14,200,900,88,0,88,0,0,100,78,16,E,0,-,0,-,22,E,0,-,30,0,0,0,0,95.0,51.3,80.5,55.7,49.4,61,27.6,29.0,No,Yes,No,No,No,32230500,32,23,0500,47,12101,500,3200,18,0.965,17.37
Lightning Redmane Greatshield,Redmane Greatshield,Lightning,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",-,-,-,No Skill,-,14,200,900,83,0,0,83,0,100,78,5,E,35,D,0,-,0,-,0,-,30,0,0,0,0,95.0,51.3,73.5,61.0,49.4,61,27.6,29.0,No,Yes,No,No,No,32230600,32,23,0600,47,12101,600,3200,18,0.965,17.37
Sacred Redmane Greatshield,Redmane Greatshield,Sacred,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",-,-,-,No Skill,-,14,200,900,78,0,0,0,78,100,78,20,E,0,-,0,-,22,E,0,-,30,0,0,0,0,95.0,56.7,66.5,50.4,59.8,61,27.6,29.0,No,Yes,No,No,No,32230700,32,23,0700,47,12101,700,3200,18,0.965,17.37
Magic Redmane Greatshield,Redmane Greatshield,Magic,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",-,-,-,No Skill,-,14,200,900,78,78,0,0,0,100,78,11,E,0,-,20,E,0,-,0,-,30,0,0,0,0,95.0,62.1,66.5,50.4,54.6,61,27.6,29.0,No,Yes,No,No,No,32230800,32,23,0800,47,12101,800,3200,18,0.965,17.37
Cold Redmane Greatshield,Redmane Greatshield,Cold,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",Causes frost buildup (96),-,-,No Skill,-,14,200,900,88,70,0,0,0,100,78,45,D,0,-,17,E,0,-,0,-,30,0,0,0,0,95.0,54.0,70.0,53.0,52.0,61,29.0,29.0,No,Yes,No,No,No,32230900,32,23,0900,47,12101,900,3200,18,0.965,17.37
Poison Redmane Greatshield,Redmane Greatshield,Poison,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",Causes poison buildup (96),-,-,No Skill,-,14,200,900,88,0,0,0,0,100,78,47,D,0,-,0,-,0,-,30,D,30,0,0,0,0,95.0,54.0,70.0,53.0,52.0,61,29.0,29.0,No,Yes,No,No,No,32231000,32,23,1000,47,12101,1000,3200,18,0.965,17.37
Blood Redmane Greatshield,Redmane Greatshield,Blood,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",Causes blood loss buildup (83),-,-,No Skill,-,14,200,900,88,0,0,0,0,100,78,47,D,0,-,0,-,0,-,30,D,30,0,0,0,0,95.0,54.0,70.0,53.0,52.0,61,29.0,29.0,No,Yes,No,No,No,32231100,32,23,1100,47,12101,1100,3200,18,0.965,17.37
Occult Redmane Greatshield,Redmane Greatshield,Occult,Greatshield,,Strike,"Greatshield shaped like a fang, featuring the crest of red-maned lion. Carried by the Redmane Knights who fought alongside Radahn.",-,-,-,No Skill,-,14,200,900,93,0,0,0,0,100,78,37,D,0,-,0,-,0,-,45,D,30,0,0,0,0,100.0,54.0,70.0,53.0,52.0,61,29.0,29.0,No,Yes,No,No,No,32231200,32,23,1200,47,12101,1200,3200,18,0.965,17.37
Eclipse Crest Greatshield,Eclipse Crest Greatshield,-,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",-,-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,110,0,0,0,0,100,78,50,D,0,-,0,-,0,-,0,-,32,0,0,0,0,100.0,72.0,57.0,51.0,59.0,63,30.0,30.0,No,Yes,No,No,No,32240000,32,24,0000,47,12102,8200,3200,18,1,18
Heavy Eclipse Crest Greatshield,Eclipse Crest Greatshield,Heavy,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",-,-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,100,0,0,0,0,100,78,75,C,0,-,0,-,0,-,0,-,32,0,0,0,0,100.0,72.0,57.0,51.0,59.0,63,30.0,30.0,No,Yes,No,No,No,32240100,32,24,0100,47,12102,100,3200,18,1,18
Keen Eclipse Crest Greatshield,Eclipse Crest Greatshield,Keen,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",-,-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,100,0,0,0,0,100,78,5,E,66,C,0,-,0,-,0,-,32,0,0,0,0,100.0,72.0,57.0,51.0,59.0,63,30.0,30.0,No,Yes,No,No,No,32240200,32,24,0200,47,12102,200,3200,18,1,18
Quality Eclipse Crest Greatshield,Eclipse Crest Greatshield,Quality,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",-,-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,95,0,0,0,0,100,78,47,D,47,D,0,-,0,-,0,-,32,0,0,0,0,100.0,72.0,57.0,51.0,59.0,63,30.0,30.0,No,Yes,No,No,No,32240300,32,24,0300,47,12102,300,3200,18,1,18
Fire Eclipse Crest Greatshield,Eclipse Crest Greatshield,Fire,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",-,-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,84,0,84,0,0,100,78,35,D,5,E,0,-,0,-,0,-,32,0,0,0,0,95.0,68.4,65.6,53.6,56.1,63,28.5,30.0,No,Yes,No,No,No,32240400,32,24,0400,47,12102,400,3200,18,1,18
Flame Art Eclipse Crest Greatshield,Eclipse Crest Greatshield,Flame Art,Greatshield,,Strike,"Metal greatshield painted with a sun in eclipse. Carried by the headless mausoleum knights. The eclipsed sun, drained of color, is the protective star of soulless demigods. It aids the mausoleum knights by keeping Destined Death at bay.",-,-,"Raise Immunity, Robustness and Focus",No Skill,-,15,200,900,90,0,90,0,0,100,78,16,E,0,-,0,-,22,E,0,-,32,0,0,0,0,95.0,68.4,65.6,53.6,56.1,63,28.5,30.0,No,Yes,No,No,No,32240500,32,24,0500,47,12102,500,3200,18,1,18
